action_id,refund_id,actor_customer_id,actor_seller_id,actor_admin_id,action_type,action_time
RA0003811,RF0003811,C04169,,,submit,2024-06-17 09:26:34
RA0003812,RF0003812,C05203,,,submit,2024-06-22 04:27:57
RA0003813,RF0003813,C03290,,,submit,2024-06-22 14:20:02
RA0003814,RF0003814,C04323,,,submit,2024-06-27 11:09:22
RA0003815,RF0003815,C00707,,,submit,2024-06-16 02:24:15
RA0003816,RF0003816,C00201,,,submit,2024-06-19 11:10:27
RA0003817,RF0003817,C03466,,,submit,2024-06-27 02:14:03
RA0003818,RF0003818,C01652,,,submit,2024-06-21 21:13:03
RA0003819,RF0003819,C04144,,,submit,2024-06-23 01:35:22
RA0003820,RF0003820,C05211,,,submit,2024-06-22 16:40:48
RA0003821,RF0003821,C00842,,,submit,2024-06-26 03:28:37
RA0003822,RF0003822,C00106,,,submit,2024-06-30 04:21:39
RA0003823,RF0003823,C01132,,,submit,2024-06-26 22:38:12
RA0003824,RF0003824,C01023,,,submit,2024-06-16 04:30:24
RA0003825,RF0003825,C01055,,,submit,2024-06-25 18:57:23
RA0003826,RF0003826,C05973,,,submit,2024-06-16 06:06:40
RA0003827,RF0003827,C04416,,,submit,2024-06-24 21:27:23
RA0003828,RF0003828,C02078,,,submit,2024-06-30 17:20:41
RA0003829,RF0003829,C00461,,,submit,2024-06-20 17:54:55
RA0003830,RF0003830,C02802,,,submit,2024-06-19 09:58:30
RA0003831,RF0003831,C00448,,,submit,2024-06-27 14:56:03
RA0003832,RF0003832,C01098,,,submit,2024-06-29 19:07:02
RA0003833,RF0003833,C05497,,,submit,2024-06-18 12:33:35
RA0003834,RF0003834,C00734,,,submit,2024-06-18 06:53:41
RA0003835,RF0003835,C01068,,,submit,2024-06-24 13:57:57
RA0003836,RF0003836,C02097,,,submit,2024-06-25 22:10:05
RA0003837,RF0003837,C04288,,,submit,2024-06-28 18:08:49
RA0003838,RF0003838,C06024,,,submit,2024-06-25 03:44:27
RA0003839,RF0003839,C03416,,,submit,2024-06-28 04:41:23
RA0003840,RF0003840,C05816,,,submit,2024-06-30 14:11:34
RA0003841,RF0003841,C04730,,,submit,2024-06-18 19:38:41
RA0003842,RF0003842,C02146,,,submit,2024-06-20 00:52:20
RA0003843,RF0003843,C04094,,,submit,2024-06-30 01:58:30
RA0003844,RF0003844,C02722,,,submit,2024-06-26 09:18:00
RA0003845,RF0003845,C00636,,,submit,2024-06-28 23:25:18
RA0003846,RF0003846,C05101,,,submit,2024-06-20 10:28:34
RA0003847,RF0003847,C02926,,,submit,2024-06-26 08:05:40
RA0003848,RF0003848,C01176,,,submit,2024-06-18 01:13:18
RA0003849,RF0003849,C06289,,,submit,2024-06-16 19:01:07
RA0003850,RF0003850,C04143,,,submit,2024-06-28 06:41:02
RA0003851,RF0003851,C01695,,,submit,2024-06-30 18:26:13
RA0003852,RF0003852,C02394,,,submit,2024-06-18 16:55:23
RA0003853,RF0003853,C00500,,,submit,2024-06-20 00:06:55
RA0003854,RF0003854,C04313,,,submit,2024-06-18 02:47:18
RA0003855,RF0003855,C05420,,,submit,2024-06-20 17:35:48
RA0003856,RF0003856,C06470,,,submit,2024-06-16 23:23:10
RA0003857,RF0003857,C02944,,,submit,2024-06-18 22:07:50
RA0003858,RF0003858,C06133,,,submit,2024-06-25 09:54:40
RA0003859,RF0003859,C02532,,,submit,2024-06-27 21:17:25
RA0003860,RF0003860,C05886,,,submit,2024-06-26 07:12:34
RA0003861,RF0003861,C06476,,,submit,2024-06-21 16:25:18
RA0003862,RF0003862,C02867,,,submit,2024-06-28 11:43:08
RA0003863,RF0003863,C04382,,,submit,2024-06-30 03:38:06
RA0003864,RF0003864,C00612,,,submit,2024-06-18 04:55:38
RA0003865,RF0003865,C01144,,,submit,2024-06-20 07:09:06
RA0003866,RF0003866,C03038,,,submit,2024-06-16 23:54:56
RA0003867,RF0003867,C03863,,,submit,2024-06-26 15:56:54
RA0003868,RF0003868,C01186,,,submit,2024-06-18 04:58:24
RA0003869,RF0003869,C05326,,,submit,2024-06-19 09:26:38
RA0003870,RF0003870,C04059,,,submit,2024-06-24 08:59:19
RA0003871,RF0003871,C01623,,,submit,2024-06-16 01:41:23
RA0003872,RF0003872,C04802,,,submit,2024-06-22 18:48:25
RA0003873,RF0003873,C05718,,,submit,2024-06-20 14:08:09
RA0003874,RF0003874,C05305,,,submit,2024-06-20 23:53:34
RA0003875,RF0003875,C03521,,,submit,2024-06-23 04:57:44
RA0003876,RF0003876,C03319,,,submit,2024-06-21 20:46:49
RA0003877,RF0003877,C01495,,,submit,2024-06-20 06:11:50
RA0003878,RF0003878,C01551,,,submit,2024-06-17 19:00:16
RA0003879,RF0003879,C00976,,,submit,2024-06-22 09:46:07
RA0003880,RF0003880,C03798,,,submit,2024-06-28 18:02:15
RA0003881,RF0003881,C03081,,,submit,2024-06-29 13:50:04
RA0003882,RF0003882,C00004,,,submit,2024-06-24 06:03:41
RA0003883,RF0003883,C05598,,,submit,2024-06-21 23:37:02
RA0003884,RF0003884,C04703,,,submit,2024-06-27 14:14:20
RA0003885,RF0003885,C03556,,,submit,2024-06-21 11:57:48
RA0003886,RF0003886,C04413,,,submit,2024-06-19 03:26:55
RA0003887,RF0003887,C03754,,,submit,2024-06-17 04:40:10
RA0003888,RF0003888,C04465,,,submit,2024-06-30 01:31:16
RA0003889,RF0003889,C06457,,,submit,2024-06-23 16:46:55
RA0003890,RF0003890,C01455,,,submit,2024-06-28 08:37:35
RA0003891,RF0003891,C02542,,,submit,2024-06-19 09:53:11
RA0003892,RF0003892,C02299,,,submit,2024-06-16 16:08:26
RA0003893,RF0003893,C04978,,,submit,2024-06-28 02:02:07
RA0003894,RF0003894,C03923,,,submit,2024-06-27 13:50:59
RA0003895,RF0003895,C03749,,,submit,2024-06-24 12:29:20
RA0003896,RF0003896,C00735,,,submit,2024-06-30 07:55:53
RA0003897,RF0003897,C04349,,,submit,2024-06-23 19:52:23
RA0003898,RF0003898,C01685,,,submit,2024-06-23 22:10:20
RA0003899,RF0003899,C00156,,,submit,2024-06-26 05:03:09
RA0003900,RF0003900,C04705,,,submit,2024-06-21 15:54:03
RA0003901,RF0003901,C03600,,,submit,2024-06-28 21:23:39
RA0003902,RF0003902,C00302,,,submit,2024-06-28 08:05:40
RA0003903,RF0003903,C01646,,,submit,2024-06-22 03:44:00
RA0003904,RF0003904,C05671,,,submit,2024-06-21 17:45:32
RA0003905,RF0003905,C06103,,,submit,2024-06-28 11:47:22
RA0003906,RF0003906,C00812,,,submit,2024-06-29 23:26:14
RA0003907,RF0003907,C01087,,,submit,2024-06-22 10:49:17
RA0003908,RF0003908,C04593,,,submit,2024-06-20 06:23:50
RA0003909,RF0003909,C03943,,,submit,2024-06-27 02:07:48
RA0003910,RF0003910,C01810,,,submit,2024-06-27 08:10:31
RA0003911,RF0003911,C02629,,,submit,2024-06-18 11:53:54
RA0003912,RF0003912,C00939,,,submit,2024-06-20 15:50:12
RA0003913,RF0003913,C01337,,,submit,2024-06-26 01:18:17
RA0003914,RF0003914,C06150,,,submit,2024-06-20 17:11:27
RA0003915,RF0003915,C04059,,,submit,2024-06-18 01:16:46
RA0003916,RF0003916,C05444,,,submit,2024-06-29 21:03:24
RA0003917,RF0003917,C06016,,,submit,2024-06-28 07:57:26
RA0003918,RF0003918,C06385,,,submit,2024-06-28 04:13:39
RA0003919,RF0003919,C05202,,,submit,2024-06-30 14:44:02
RA0003920,RF0003920,C05824,,,submit,2024-06-25 05:46:30
RA0003921,RF0003921,C00658,,,submit,2024-06-21 15:14:29
RA0003922,RF0003922,C03067,,,submit,2024-06-21 05:31:18
RA0003923,RF0003923,C03526,,,submit,2024-06-24 15:43:11
RA0003924,RF0003924,C02362,,,submit,2024-06-21 06:55:41
RA0003925,RF0003925,C04558,,,submit,2024-06-28 13:25:05
RA0003926,RF0003926,C05438,,,submit,2024-06-29 18:40:34
RA0003927,RF0003927,C04615,,,submit,2024-06-29 14:39:24
RA0003928,RF0003928,C02227,,,submit,2024-06-18 04:39:26
RA0003929,RF0003929,C00444,,,submit,2024-06-30 04:48:36
RA0003930,RF0003930,C02772,,,submit,2024-06-19 11:10:41
RA0003931,RF0003931,C03111,,,submit,2024-06-21 12:54:36
RA0003932,RF0003932,C03340,,,submit,2024-06-30 19:39:47
RA0003933,RF0003933,C03978,,,submit,2024-06-22 16:34:51
RA0003934,RF0003934,C03098,,,submit,2024-06-23 19:23:48
RA0003935,RF0003935,C05824,,,submit,2024-06-21 16:07:03
RA0003936,RF0003936,C05442,,,submit,2024-06-23 01:04:15
RA0003937,RF0003937,C04676,,,submit,2024-06-25 11:19:03
RA0003938,RF0003938,C02932,,,submit,2024-06-21 01:42:01
RA0003939,RF0003939,C01231,,,submit,2024-06-26 20:47:47
RA0003940,RF0003940,C04083,,,submit,2024-06-22 16:59:07
RA0003941,RF0003941,C02955,,,submit,2024-06-27 01:40:50
RA0003942,RF0003942,C03757,,,submit,2024-06-17 14:48:45
RA0003943,RF0003943,C05596,,,submit,2024-06-16 05:09:38
RA0003944,RF0003944,C01231,,,submit,2024-06-29 08:44:48
RA0003945,RF0003945,C03035,,,submit,2024-06-17 11:21:58
RA0003946,RF0003946,C02392,,,submit,2024-06-27 03:15:14
RA0003947,RF0003947,C01735,,,submit,2024-06-17 03:25:44
RA0003948,RF0003948,C06486,,,submit,2024-06-22 16:50:24
RA0003949,RF0003949,C02517,,,submit,2024-06-25 22:18:19
RA0003950,RF0003950,C02492,,,submit,2024-06-23 15:42:54
RA0003951,RF0003951,C00978,,,submit,2024-06-26 14:30:11
RA0003952,RF0003952,C04192,,,submit,2024-06-16 23:55:11
RA0003953,RF0003953,C06305,,,submit,2024-06-30 19:02:16
RA0003954,RF0003954,C00794,,,submit,2024-06-19 15:05:09
RA0003955,RF0003955,C04446,,,submit,2024-06-16 12:35:31
RA0003956,RF0003956,C03832,,,submit,2024-06-19 07:23:24
RA0003957,RF0003957,C00637,,,submit,2024-06-21 00:55:49
RA0003958,RF0003958,C05378,,,submit,2024-06-24 22:21:31
RA0003959,RF0003959,C01902,,,submit,2024-06-16 01:38:19
RA0003960,RF0003960,C01482,,,submit,2024-06-29 05:21:47
RA0003961,RF0003961,C03663,,,submit,2024-06-16 14:54:10
RA0003962,RF0003962,C00006,,,submit,2024-06-19 17:06:37
RA0003963,RF0003963,C01519,,,submit,2024-06-22 23:22:14
RA0003964,RF0003964,C05910,,,submit,2024-06-23 03:36:24
RA0003965,RF0003965,C00715,,,submit,2024-06-28 17:51:27
RA0003966,RF0003966,C00034,,,submit,2024-06-21 00:34:29
RA0003967,RF0003967,C05366,,,submit,2024-06-20 04:44:38
RA0003968,RF0003968,C00337,,,submit,2024-06-28 12:24:32
RA0003969,RF0003969,C02598,,,submit,2024-06-20 14:08:15
RA0003970,RF0003970,C02921,,,submit,2024-06-26 02:23:13
RA0003971,RF0003971,C04892,,,submit,2024-06-17 08:28:48
RA0003972,RF0003972,C01471,,,submit,2024-06-21 07:29:35
RA0003973,RF0003973,C00582,,,submit,2024-06-24 10:31:20
RA0003974,RF0003974,C02047,,,submit,2024-06-16 08:12:22
RA0003975,RF0003975,C01462,,,submit,2024-06-28 20:45:37
RA0003976,RF0003976,C06068,,,submit,2024-06-29 23:11:26
RA0003977,RF0003977,C02517,,,submit,2024-06-24 15:37:09
RA0003978,RF0003978,C01559,,,submit,2024-06-16 14:39:00
RA0003979,RF0003979,C01402,,,submit,2024-06-20 18:33:41
RA0003980,RF0003980,C04597,,,submit,2024-06-24 11:19:16
RA0003981,RF0003981,C00278,,,submit,2024-06-21 04:16:17
RA0003982,RF0003982,C03347,,,submit,2024-06-23 12:31:30
RA0003983,RF0003983,C01360,,,submit,2024-06-24 12:19:49
RA0003984,RF0003984,C01293,,,submit,2024-06-16 01:13:08
RA0003985,RF0003985,C06306,,,submit,2024-06-19 12:48:42
RA0003986,RF0003986,C01219,,,submit,2024-06-17 04:20:54
RA0003987,RF0003987,C02281,,,submit,2024-06-26 06:46:04
RA0003988,RF0003988,C01197,,,submit,2024-06-21 09:57:36
RA0003989,RF0003989,C02861,,,submit,2024-06-25 10:01:20
RA0003990,RF0003990,C00494,,,submit,2024-06-21 07:15:15
RA0003991,RF0003991,C00211,,,submit,2024-06-25 00:36:52
RA0003992,RF0003992,C02701,,,submit,2024-06-26 21:24:58
RA0003993,RF0003993,C05743,,,submit,2024-06-29 00:01:23
RA0003994,RF0003994,C02998,,,submit,2024-06-29 03:14:36
RA0003995,RF0003995,C00866,,,submit,2024-06-30 09:41:57
RA0003996,RF0003996,C00322,,,submit,2024-06-25 11:22:53
RA0003997,RF0003997,C01206,,,submit,2024-06-23 02:20:17
RA0003998,RF0003998,C00237,,,submit,2024-06-24 19:33:02
RA0003999,RF0003999,C05597,,,submit,2024-06-30 19:27:59
RA0004000,RF0004000,C03792,,,submit,2024-06-23 15:17:24
RA0004001,RF0004001,C01214,,,submit,2024-06-17 15:53:40
RA0004002,RF0004002,C05388,,,submit,2024-06-30 18:34:32
RA0004003,RF0004003,C04170,,,submit,2024-06-25 03:52:12
RA0004004,RF0004004,C05332,,,submit,2024-06-18 10:11:27
RA0004005,RF0004005,C04458,,,submit,2024-06-16 09:30:41
RA0004006,RF0004006,C00467,,,submit,2024-06-24 04:35:12
RA0004007,RF0004007,C01841,,,submit,2024-06-23 10:20:06
RA0004008,RF0004008,C06060,,,submit,2024-06-28 18:30:12
RA0004009,RF0004009,C00515,,,submit,2024-06-30 15:20:31
RA0004010,RF0004010,C04067,,,submit,2024-06-30 05:31:00
RA0004011,RF0004011,C06263,,,submit,2024-06-22 05:27:25
RA0004012,RF0004012,C05329,,,submit,2024-06-23 04:51:16
RA0004013,RF0004013,C05762,,,submit,2024-06-17 00:11:51
RA0004014,RF0004014,C05108,,,submit,2024-06-20 02:39:02
RA0004015,RF0004015,C02453,,,submit,2024-06-26 17:27:20
RA0004016,RF0004016,C05475,,,submit,2024-06-21 17:25:24
RA0004017,RF0004017,C01083,,,submit,2024-06-16 08:09:22
RA0004018,RF0004018,C04017,,,submit,2024-06-16 01:31:46
RA0004019,RF0004019,C01715,,,submit,2024-06-17 23:43:19
RA0004020,RF0004020,C02974,,,submit,2024-06-29 08:23:01
RA0004021,RF0004021,C04426,,,submit,2024-06-26 16:22:24
RA0004022,RF0004022,C04029,,,submit,2024-06-29 04:15:34
RA0004023,RF0004023,C03170,,,submit,2024-06-21 18:08:11
RA0004024,RF0004024,C04961,,,submit,2024-06-20 12:25:27
RA0004025,RF0004025,C00043,,,submit,2024-06-26 21:21:09
RA0004026,RF0004026,C06124,,,submit,2024-06-20 11:56:00
RA0004027,RF0004027,C02869,,,submit,2024-06-29 15:11:39
RA0004028,RF0004028,C05104,,,submit,2024-06-29 11:41:47
RA0004029,RF0004029,C05783,,,submit,2024-06-29 01:57:06
RA0004030,RF0004030,C00551,,,submit,2024-06-24 18:20:21
RA0004031,RF0004031,C04864,,,submit,2024-06-29 18:36:18
RA0004032,RF0004032,C05975,,,submit,2024-06-17 11:44:24
RA0004033,RF0004033,C01535,,,submit,2024-06-28 00:47:31
RA0004034,RF0004034,C05929,,,submit,2024-06-16 12:59:25
RA0004035,RF0004035,C03712,,,submit,2024-06-20 15:37:40
RA0004036,RF0004036,C04625,,,submit,2024-06-16 06:07:00
RA0004037,RF0004037,C06138,,,submit,2024-06-25 21:14:09
RA0004038,RF0004038,C04256,,,submit,2024-06-25 09:19:08
RA0004039,RF0004039,C01136,,,submit,2024-06-19 05:19:01
RA0004040,RF0004040,C00049,,,submit,2024-06-24 00:32:40
RA0004041,RF0004041,C00416,,,submit,2024-06-23 17:01:08
RA0004042,RF0004042,C06458,,,submit,2024-06-28 17:29:09
RA0004043,RF0004043,C05707,,,submit,2024-06-18 21:20:12
RA0004044,RF0004044,C01576,,,submit,2024-06-23 13:07:25
RA0004045,RF0004045,C04105,,,submit,2024-06-18 09:17:53
RA0004046,RF0004046,C00778,,,submit,2024-06-29 02:33:22
RA0004047,RF0004047,C04626,,,submit,2024-06-19 19:37:19
RA0004048,RF0004048,C00332,,,submit,2024-06-17 14:28:35
RA0004049,RF0004049,C00986,,,submit,2024-06-27 09:09:16
RA0004050,RF0004050,C01310,,,submit,2024-06-27 04:36:37
RA0004051,RF0004051,C02340,,,submit,2024-06-24 03:18:44
RA0004052,RF0004052,C01209,,,submit,2024-06-29 15:15:03
RA0004053,RF0004053,C06364,,,submit,2024-06-28 05:37:21
RA0004054,RF0004054,C01468,,,submit,2024-06-30 06:33:05
RA0004055,RF0004055,C03007,,,submit,2024-06-22 08:23:03
RA0004056,RF0004056,C02477,,,submit,2024-06-21 06:55:37
RA0004057,RF0004057,C06128,,,submit,2024-06-23 19:43:48
RA0004058,RF0004058,C00044,,,submit,2024-06-29 15:48:40
RA0004059,RF0004059,C04041,,,submit,2024-06-21 23:34:40
RA0004060,RF0004060,C02452,,,submit,2024-06-16 04:21:48
RA0004061,RF0004061,C06049,,,submit,2024-06-21 00:58:14
RA0004062,RF0004062,C02750,,,submit,2024-06-25 07:53:28
RA0004063,RF0004063,C04816,,,submit,2024-06-21 21:56:07
RA0004064,RF0004064,C03733,,,submit,2024-06-29 02:11:10
RA0004065,RF0004065,C02198,,,submit,2024-06-18 20:26:54
RA0004066,RF0004066,C05897,,,submit,2024-06-26 08:19:09
RA0004067,RF0004067,C03801,,,submit,2024-06-27 09:22:15
RA0004068,RF0004068,C00437,,,submit,2024-06-28 14:18:46
RA0004069,RF0004069,C03734,,,submit,2024-06-16 13:41:24
RA0004070,RF0004070,C00477,,,submit,2024-06-30 09:08:23
RA0004071,RF0004071,C01303,,,submit,2024-06-29 16:19:56
RA0004072,RF0004072,C03298,,,submit,2024-06-27 23:01:11
RA0004073,RF0004073,C02953,,,submit,2024-06-20 16:43:41
RA0004074,RF0004074,C03034,,,submit,2024-06-18 18:53:16
RA0004075,RF0004075,C04269,,,submit,2024-06-17 09:00:27
RA0004076,RF0004076,C04161,,,submit,2024-06-28 23:15:24
RA0004077,RF0004077,C04998,,,submit,2024-06-18 06:23:56
RA0004078,RF0004078,C00889,,,submit,2024-06-19 17:51:29
RA0004079,RF0004079,C02813,,,submit,2024-06-26 08:18:15
RA0004080,RF0004080,C02994,,,submit,2024-06-29 00:35:51
RA0004081,RF0004081,C02624,,,submit,2024-06-30 22:56:24
RA0004082,RF0004082,C00399,,,submit,2024-06-28 01:12:34
RA0004083,RF0004083,C02538,,,submit,2024-06-25 10:18:37
RA0004084,RF0004084,C05698,,,submit,2024-06-30 21:09:24
RA0004085,RF0004085,C05966,,,submit,2024-06-27 09:37:00
RA0004086,RF0004086,C05122,,,submit,2024-06-26 22:09:31
RA0004087,RF0004087,C04395,,,submit,2024-06-28 02:42:04
RA0004088,RF0004088,C04628,,,submit,2024-06-23 16:49:03
RA0004089,RF0004089,C04495,,,submit,2024-06-24 15:05:20
RA0004090,RF0004090,C04073,,,submit,2024-06-22 15:58:24
RA0004091,RF0004091,C01874,,,submit,2024-06-16 00:24:33
RA0004092,RF0004092,C02861,,,submit,2024-06-19 12:59:28
RA0004093,RF0004093,C01660,,,submit,2024-06-16 05:16:19
RA0004094,RF0004094,C05966,,,submit,2024-06-29 12:50:22
RA0004095,RF0004095,C01475,,,submit,2024-06-25 13:12:09
RA0004096,RF0004096,C03890,,,submit,2024-06-23 15:37:18
RA0004097,RF0004097,C04243,,,submit,2024-06-18 22:56:15
RA0004098,RF0004098,C06206,,,submit,2024-06-17 21:36:14
RA0004099,RF0004099,C00430,,,submit,2024-06-22 23:07:15
RA0004100,RF0004100,C04269,,,submit,2024-06-18 15:44:52
RA0004101,RF0004101,C03284,,,submit,2024-06-29 01:05:51
RA0004102,RF0004102,C01052,,,submit,2024-06-18 05:22:13
RA0004103,RF0004103,C05987,,,submit,2024-06-27 22:59:12
RA0004104,RF0004104,C02176,,,submit,2024-06-21 23:35:54
RA0004105,RF0004105,C04355,,,submit,2024-06-26 00:52:50
RA0004106,RF0004106,C04067,,,submit,2024-06-24 01:31:39
RA0004107,RF0004107,C02813,,,submit,2024-06-17 01:08:17
RA0004108,RF0004108,C04865,,,submit,2024-06-17 17:06:26
RA0004109,RF0004109,C05722,,,submit,2024-06-25 15:57:51
RA0004110,RF0004110,C00827,,,submit,2024-06-19 02:42:35
RA0004111,RF0004111,C01951,,,submit,2024-06-27 18:53:31
RA0004112,RF0004112,C04043,,,submit,2024-06-23 07:37:34
RA0004113,RF0004113,C01779,,,submit,2024-06-18 01:51:16
RA0004114,RF0004114,C05696,,,submit,2024-06-20 08:06:36
RA0004115,RF0004115,C05160,,,submit,2024-06-29 21:29:55
RA0004116,RF0004116,C02541,,,submit,2024-06-26 18:53:48
RA0004117,RF0004117,C04158,,,submit,2024-06-29 15:10:12
RA0004118,RF0004118,C06342,,,submit,2024-06-16 02:05:16
RA0004119,RF0004119,C00345,,,submit,2024-06-27 09:33:01
RA0004120,RF0004120,C03699,,,submit,2024-06-24 06:16:01
RA0004121,RF0004121,C02657,,,submit,2024-06-30 13:01:45
RA0004122,RF0004122,C05624,,,submit,2024-06-18 12:28:41
RA0004123,RF0004123,C04507,,,submit,2024-06-22 22:42:31
RA0004124,RF0004124,C05598,,,submit,2024-06-17 03:49:17
RA0004125,RF0004125,C06390,,,submit,2024-06-18 13:51:19
RA0004126,RF0004126,C01622,,,submit,2024-06-19 22:37:04
RA0004127,RF0004127,C03864,,,submit,2024-06-18 23:05:29
RA0004128,RF0004128,C02916,,,submit,2024-06-18 21:30:19
RA0004129,RF0004129,C03725,,,submit,2024-06-24 12:10:33
RA0004130,RF0004130,C02678,,,submit,2024-06-18 17:26:05
RA0004131,RF0004131,C02450,,,submit,2024-06-28 01:49:28
RA0004132,RF0004132,C06042,,,submit,2024-06-17 13:41:16
RA0004133,RF0004133,C00473,,,submit,2024-06-25 06:07:40
RA0004134,RF0004134,C03687,,,submit,2024-06-20 10:56:07
RA0004135,RF0004135,C02449,,,submit,2024-06-30 03:31:18
RA0004136,RF0004136,C05455,,,submit,2024-06-19 05:55:37
RA0004137,RF0004137,C04378,,,submit,2024-06-20 21:32:53
RA0004138,RF0004138,C05354,,,submit,2024-06-17 20:05:59
RA0004139,RF0004139,C00971,,,submit,2024-06-28 07:35:43
RA0004140,RF0004140,C03607,,,submit,2024-06-25 21:28:05
RA0004141,RF0004141,C01341,,,submit,2024-06-22 07:39:56
RA0004142,RF0004142,C05458,,,submit,2024-06-18 07:41:45
RA0004143,RF0004143,C00945,,,submit,2024-06-18 19:09:06
RA0004144,RF0004144,C06322,,,submit,2024-06-27 20:04:11
RA0004145,RF0004145,C04363,,,submit,2024-06-27 04:47:09
RA0004146,RF0004146,C00710,,,submit,2024-06-17 20:35:15
RA0004147,RF0004147,C05636,,,submit,2024-06-21 07:39:50
RA0004148,RF0004148,C05371,,,submit,2024-06-21 21:41:21
RA0004149,RF0004149,C02286,,,submit,2024-06-17 01:53:43
RA0004150,RF0004150,C02747,,,submit,2024-06-29 08:07:21
RA0004151,RF0004151,C00644,,,submit,2024-06-20 08:43:57
RA0004152,RF0004152,C00331,,,submit,2024-06-26 02:44:22
RA0004153,RF0004153,C03946,,,submit,2024-06-29 15:22:36
RA0004154,RF0004154,C02804,,,submit,2024-06-22 00:42:04
RA0004155,RF0004155,C02431,,,submit,2024-06-25 19:02:56
RA0004156,RF0004156,C02406,,,submit,2024-06-19 05:38:13
RA0004157,RF0004157,C03526,,,submit,2024-06-20 15:34:18
RA0004158,RF0004158,C01163,,,submit,2024-06-29 06:54:47
RA0004159,RF0004159,C04904,,,submit,2024-06-28 08:52:04
RA0004160,RF0004160,C06165,,,submit,2024-06-24 02:57:29
RA0004161,RF0004161,C03101,,,submit,2024-06-28 22:56:45
RA0004162,RF0004162,C06459,,,submit,2024-06-17 17:10:24
RA0004163,RF0004163,C04190,,,submit,2024-06-17 03:04:07
RA0004164,RF0004164,C01132,,,submit,2024-06-28 00:17:19
RA0004165,RF0004165,C04318,,,submit,2024-06-19 14:28:58
RA0004166,RF0004166,C06017,,,submit,2024-06-25 16:54:44
RA0004167,RF0004167,C01632,,,submit,2024-06-25 11:37:24
RA0004168,RF0004168,C02078,,,submit,2024-06-20 00:57:24
RA0004169,RF0004169,C04303,,,submit,2024-06-19 05:31:33
RA0004170,RF0004170,C01625,,,submit,2024-06-16 19:17:26
RA0004171,RF0004171,C03154,,,submit,2024-06-21 23:17:30
RA0004172,RF0004172,C00412,,,submit,2024-06-22 12:15:37
RA0004173,RF0004173,C05459,,,submit,2024-06-22 02:52:47
RA0004174,RF0004174,C00219,,,submit,2024-06-16 04:37:48
RA0004175,RF0004175,C06109,,,submit,2024-06-27 12:19:28
RA0004176,RF0004176,C05981,,,submit,2024-06-27 01:49:04
RA0004177,RF0004177,C01463,,,submit,2024-06-26 12:23:05
RA0004178,RF0004178,C04374,,,submit,2024-06-17 21:23:53
RA0004179,RF0004179,C05083,,,submit,2024-06-17 04:07:27
RA0004180,RF0004180,C02616,,,submit,2024-06-22 23:14:54
RA0004181,RF0004181,C05450,,,submit,2024-06-20 22:19:27
RA0004182,RF0004182,C00226,,,submit,2024-06-27 04:47:14
RA0004183,RF0004183,C05288,,,submit,2024-06-21 15:09:03
RA0004184,RF0004184,C04451,,,submit,2024-06-29 12:50:23
RA0004185,RF0004185,C04334,,,submit,2024-06-16 18:47:53
RA0004186,RF0004186,C04855,,,submit,2024-06-20 14:37:53
RA0004187,RF0004187,C03201,,,submit,2024-06-30 00:53:45
RA0004188,RF0004188,C00489,,,submit,2024-06-28 19:08:40
RA0004189,RF0004189,C01537,,,submit,2024-06-16 03:49:36
RA0004190,RF0004190,C05830,,,submit,2024-06-30 17:52:57
RA0004191,RF0004191,C02068,,,submit,2024-06-24 00:03:02
RA0004192,RF0004192,C04910,,,submit,2024-06-17 15:55:32
RA0004193,RF0004193,C02898,,,submit,2024-06-18 16:49:02
RA0004194,RF0004194,C00582,,,submit,2024-06-16 20:55:11
RA0004195,RF0004195,C05219,,,submit,2024-06-29 23:55:08
RA0004196,RF0004196,C01207,,,submit,2024-06-22 19:59:31
RA0004197,RF0004197,C03039,,,submit,2024-06-30 06:19:20
RA0004198,RF0004198,C02962,,,submit,2024-06-16 15:46:01
RA0004199,RF0004199,C03957,,,submit,2024-06-26 13:28:05
RA0004200,RF0004200,C04510,,,submit,2024-06-22 14:42:55
RA0004201,RF0004201,C03016,,,submit,2024-06-17 11:33:25
RA0004202,RF0004202,C01023,,,submit,2024-06-17 08:15:09
RA0004203,RF0004203,C03540,,,submit,2024-06-28 13:06:57
RA0004204,RF0004204,C03165,,,submit,2024-06-21 06:00:09
RA0004205,RF0004205,C03496,,,submit,2024-06-25 10:54:12
RA0004206,RF0004206,C05274,,,submit,2024-06-16 12:21:27
RA0004207,RF0004207,C03302,,,submit,2024-06-18 04:55:19
RA0004208,RF0004208,C04343,,,submit,2024-06-25 14:30:29
RA0004209,RF0004209,C01249,,,submit,2024-06-20 14:55:59
RA0004210,RF0004210,C01687,,,submit,2024-06-22 22:48:26
RA0004211,RF0004211,C05078,,,submit,2024-06-18 01:01:43
RA0004212,RF0004212,C03075,,,submit,2024-06-22 12:04:50
RA0004213,RF0004213,C02065,,,submit,2024-06-17 19:11:24
RA0004214,RF0004214,C00154,,,submit,2024-06-17 13:54:03
RA0004215,RF0004215,C02316,,,submit,2024-06-21 00:46:35
RA0004216,RF0004216,C02915,,,submit,2024-06-24 14:17:52
RA0004217,RF0004217,C04954,,,submit,2024-06-25 09:33:04
RA0004218,RF0004218,C00656,,,submit,2024-06-16 05:12:04
RA0004219,RF0004219,C03265,,,submit,2024-06-26 12:41:34
RA0004220,RF0004220,C02609,,,submit,2024-06-22 11:51:27
